subjectID	Yhaplotype	Single_copy_depth	DYZ1_depth	DYZ1_norm_coverage	Num_samples
HG00595	O1	1.95405849473042	841.598456955742	430.692560752562	1
HG02363	O1	2.87162753362292	741.838040176568	258.333656259608	1
HG02017	O1	1.73517242618508	198.496703733117	114.395953242254	1
HG02377	O1	2.69904434455113	752.421617036136	278.773343815241	1
HG02399	O1	2.80281049365651	668.008222848761	238.335136949372	1
HG02360	O1	2.84827074821293	485.233151080041	170.360613149044	1
HG02384	O1	2.70709224370696	798.107368830104	294.820898949943	1
NA18536	O1	3.42745106285421	1293.16788744957	377.29725785572	1
NA18632	O1	4.59275492109579	1412.39453836802	307.526650699453	2
HG00577	O1	1.47256755548004	339.205902719531	230.349977124787	1
NA18647	O1	3.21194054676927	1092.07504168652	340.004749709636	1
HG00580	O1	2.01045652750997	571.882266554445	284.453933088891	1
HG02250	O1	3.19670239001995	1000.81513841929	313.077357949809	1
HG01811	O1	3.10734154717682	850.24324210744	273.624005986703	1
NA18606	O1	3.62532099190907	1245.24724963707	343.486067141693	2
HG02385	O1	2.22653776406608	629.060658084762	282.528627287227	1
HG02396	O1	2.73403700024575	908.654895952811	332.34915835855	1
HG02304	Q1a	3.67342868169801	495.564140225314	134.90506640141	1
NA19732	Q1a	1.92378428014477	218.688869135672	113.676398852378	1
HG03681	Q1a	4.71212313534349	528.300911039351	112.115260120604	1
HG01974	Q1a	5.2601781590099	660.893375583477	125.64087291444	1
HG01142	Q1a	3.27527199554277	658.494274587408	201.05025643169	1
HG01967	Q1a	5.15467791905265	779.999678474467	151.318800267121	1
NA19664	Q1a	2.24860369070389	318.944370943178	141.841077759388	1
HG01979	Q1a	5.62697806433767	571.296448675751	101.528110140766	1
NA19735	Q1a	2.77705579546718	854.37911945071	307.656447106775	1
HG01938	Q1a	2.71546272480249	376.925603836897	138.807136033993	1
HG02299	Q1a	2.32938747208765	297.114292794943	127.550395267071	1
HG02277	Q1a	2.98007681271951	1059.35388780534	355.47871896584	1
HG01977	Q1a	4.42754671277827	650.537870696438	146.929645895984	1
HG02146	Q1a	1.84950869005857	165.177186025589	89.3086833889693	1
NA19774	Q1a	1.82065853906683	218.646063241807	120.091746228194	1
NA19783	Q1a	2.98913241962404	514.290550642048	172.053451786098	1
HG01926	Q1a	3.84295885733974	609.661508374666	158.643777101663	1
HG02696	Q1a	4.30472858346467	372.423026824541	86.5148683833616	1
HG02104	Q1a	3.99986892726621	912.562361630702	228.148066405368	1
HG02090	Q1a	2.75834893866099	1058.26905940596	383.660328312082	1
HG01565	Q1a	2.36395078349314	239.548474545811	101.33395171275	1
HG02134	Q1a	2.10483623023164	601.317638585212	285.683812331107	1
NA19771	Q1a	1.91065926074046	187.948938365542	98.3686323498122	1
NA19795	Q1a	2.66708136794585	644.075171603537	241.490634423199	1
HG01961	Q1a	1.98594221119783	189.541161549926	95.4414284973597	1
NA19786	Q1a	1.92711146829057	212.939706669544	110.496829152509	1
HG02259	Q1a	3.07983165704015	767.889784550663	249.32849261269	1
HG01139	Q1a	3.08202411078813	363.353582694892	117.894464687356	1
HG02285	Q1a	3.48139460471288	1189.10431519387	341.559762741098	1
HG01923	Q1a	2.70355955553328	338.807497209787	125.319043376115	1
HG02291	Q1a	2.00930794784168	112.264612136199	55.8722779436521	1
HG01892	Q1a	2.2402236203391	475.822676158509	212.399633607329	1
HG02271	Q1a	3.98672476660985	791.548136530316	198.545970155702	1
NA19682	Q1a	1.86781193825227	220.313266404375	117.952595704321	1
HG01950	Q1a	3.22343807677167	492.453227264504	152.772665562636	1
HG02116	Q1a	3.47913734120559	522.185901392017	150.090625974274	1
HG01920	Q1a	2.50821440077195	533.721018771827	212.7892330925	1
HG02265	Q1a	1.95212707218817	359.62356050814	184.221388879687	1
NA19729	Q1a	2.24728445528245	271.434059791564	120.783134130409	1
HG01124	Q1a	4.78438695955752	667.334856492844	139.481789858102	1
HG01944	Q1a	3.71084030128889	606.623135830531	163.473253111925	1
HG03943	Q1a	4.87856245196367	597.184441340206	122.409920385427	1
HG01777	R1b	4.0100085691478	667.487068298835	166.455272299004	1
HG01694	R1b	2.15674155310962	476.837420757713	221.091590724073	1
HG01700	R1b	2.70788887712431	497.410160808676	183.689280978512	1
NA07357	R1b	3.27449847245533	445.866959344019	136.163434826614	1
NA20537	R1b	2.12015473066184	42.152186888838	19.8816559372908	1
NA19720	R1b	4.45140947595757	642.998259143938	144.448238836895	2
HG00115	R1b	4.59303376587892	1790.77822639858	389.89006344827	2
NA12760	R1b	3.75486580981751	660.404411701811	175.879630631569	2
HG01536	R1b	2.89875714640506	445.092294424349	153.545906726384	1
NA20792	R1b	2.29435783301727	380.18388309622	165.703831209384	1
NA20798	R1b	4.20838728871039	744.968011239689	177.019832095343	2
NA12154	R1b	4.60253987967298	761.805412430698	165.518481609512	2
NA19649	R1b	2.67500682770133	402.530312229599	150.478237311827	1
NA20524	R1b	4.18610308322119	584.016912284507	139.513265840341	2
HG01259	R1b	2.71223939896433	419.525106194663	154.678494219522	1
HG01669	R1b	3.29680915301529	363.802166925615	110.349780663791	1
NA12812	R1b	3.34359904806872	655.720874567086	196.112292514808	1
HG01947	R1b	4.12912450346649	981.367100212379	237.669534882879	1
NA12005	R1b	5.74016622230424	894.835625154809	155.890193854979	2
HG00143	R1b	3.05787992118651	743.17070986068	243.034628244106	2
HG00149	R1b	3.17076538994143	1042.48862484185	328.781381350043	2
NA19922	R1b	2.71152202018733	763.472914733327	281.566186462532	1
NA12827	R1b	5.5100109218587	1302.22637694675	236.338256931706	2
HG00742	R1b	2.63487809852486	368.358540405501	139.800980019428	1
NA20803	R1b	4.30662363648144	787.261216665427	182.802418580656	2
HG01359	R1b	2.31245908453496	320.845271825316	138.746356193299	1
HG01353	R1b	1.93547688995497	290.169331330058	149.92136193205	1
HG01176	R1b	6.93479198486533	1103.45901114094	159.119266093224	2
HG00157	R1b	2.30012864490148	308.304542922528	134.037956357755	1
NA19762	R1b	2.06235364930472	291.080470593962	141.13994013204	1
HG01503	R1b	2.30512861658643	258.62975608845	112.197538231704	1
HG01953	R1b	5.01537059032888	602.367889834487	120.104362974898	1
HG01247	R1b	2.49505415280906	403.131048867855	161.572063842378	1
NA19750	R1b	1.66272048473607	192.359752373782	115.689771154961	1
NA20810	R1b	5.15276202345825	1070.95351628686	207.840670966616	2
NA06986	R1b	7.28619984361326	1140.90564627433	156.584457023148	2
HG00112	R1b	1.79009163828721	264.330521102436	147.663122629494	2
HG01047	R1b	2.31789116652796	322.87595367627	139.297288129328	1
HG00116	R1b	3.13862505665388	498.966926057736	158.97627688912	2
NA20814	R1b	4.25820574761844	828.243589448518	194.505300715388	2
HG01709	R1b	3.78747236581223	401.702799184543	106.060918836143	1
HG02281	R1b	5.23829840911628	1030.38132315297	196.701532192168	1
HG01075	R1b	7.49158862878759	1196.7369669771	159.744084502779	2
HG01392	R1b	3.08312751797366	459.211635878225	148.943445641209	1
HG01271	R1b	2.57321340906919	1399.17857518432	543.747584344527	1
NA19685	R1b	3.13752572603357	560.974996311409	178.795345535091	1
NA19661	R1b	3.17487055647884	529.01998505716	166.627261063481	1
HG01398	R1b	2.2980641979761	291.391363836489	126.79861776408	1
HG02545	R1b	3.36026752596371	642.726429664357	191.272398610591	1
HG01464	R1b	0.212077261434292	34.3018391708163	161.742182725441	4
NA20754	R1b	1.91533690855278	276.612349698998	144.419683275463	2
HG00731	R1b	9.01450189311015	1501.1666204947	166.527961089237	3
NA07347	R1b	5.22119004488238	729.41038865047	139.701941967313	3
HG01767	R1b	3.60314090503332	816.048551552708	226.482553155983	1
HG01789	R1b	2.44425096822382	330.721363031978	135.305812427398	1
HG00105	R1b	2.83746892783229	421.492825513024	148.545353705433	1
NA12043	R1b	2.92612462122877	475.020269767545	162.337675682476	1
HG00243	R1b	2.91436530250706	266.198061182194	91.3399775083788	2
NA12829	R1b	3.75909449598751	1033.02561776769	274.807036340894	1
HG01082	R1b	1.49375682500903	175.783255597215	117.678629248206	1
NA20356	R1b	1.96536022598468	187.745311086161	95.5271754276484	1
HG01066	R1b	2.13743084054951	256.601962194772	120.051585916484	1
NA12144	R1b	4.57040544120506	677.989252807928	148.343349737735	2
HG01365	R1b	2.07151185973682	409.191955274094	197.533001489107	1
HG01286	R1b	2.16542922826785	276.884831309579	127.866026603447	1
HG02343	R1b	3.67577273286782	657.400646141734	178.846923876285	2
NA20586	R1b	2.31811181957095	676.767068384568	291.947550877777	1
HG01625	R1b	2.67970893097302	637.59764118388	237.935409258185	1
NA20515	R1b	3.06434231530702	419.746025319932	136.977524744287	2
NA12340	R1b	2.13987672712242	294.567858345046	137.656461520175	1
HG02233	R1b	2.28098873082042	467.848814178838	205.107902488656	1
NA20518	R1b	3.99886143210668	645.130438165041	161.328530412511	2
NA20581	R1b	4.50006632086074	1211.04368887506	269.116853514155	3
NA20512	R1b	3.64646757081391	504.874285466981	138.455717941375	2
NA12347	R1b	4.56654350976678	878.787967551682	192.440511225209	3
HG00244	R1b	2.60656584730153	408.370057957927	156.669764694683	2
HG01521	R1b	1.92873300677644	231.855028678581	120.211054544086	1
NA20785	R1b	5.09286302908752	940.151132770713	184.601692093643	2
HG01085	R1b	2.92345922965312	646.152238418778	221.023174144093	1
HG01182	R1b	1.05232175072997	89.9498514409954	85.4775180486382	1
HG00108	R1b	2.09396921904079	314.481274768577	150.184287289874	1
NA12272	R1b	1.54001429386925	319.986990323749	207.781831374948	1
HG01350	R1b	2.11305115302395	339.0238307106	160.44279393115	1
HG00096	R1b	2.00842543071507	299.137916506532	148.941510066435	1
HG02008	R1b	2.42279682177149	396.994215784277	163.857824237199	1
NA20759	R1b	4.83227370842344	1424.08719401351	294.703338416261	2
HG00736	R1b	2.29320321135491	310.417005301968	135.363932757866	1
HG02002	R1b	2.6002493032601	764.583326902983	294.042315844245	1
HG01395	R1b	3.28935272891125	731.585065403745	222.410037991242	1
HG01631	R1b	2.86089644511965	395.282502565623	138.1673577315	1
HG00129	R1b	2.28481171069764	776.76214937198	339.967685623777	1
NA20342	R1b	2.2236650503226	279.45373342766	125.672584271232	1
HG01603	R1b	1.75989315264624	238.27402923512	135.391190582702	1
HG02262	R1b	3.57414307373885	896.999666094716	250.969154728431	1
HG01334	R1b	2.04980913897063	240.658675430781	117.405406608556	1
NA12872	R1b	2.98148990419223	474.809408801402	159.252395298666	1
HG01500	R1b	1.89015641475974	220.877010209764	116.85647202792	1
HG00265	R1b	2.15171883300231	804.302224250996	373.795224503727	2
HG01440	R1b	2.26432840034625	379.433886005197	167.570166035623	1
NA20770	R1b	5.05939627560545	878.086537752945	173.555596343926	2
HG01917	R1b	2.37599072423524	543.329495118286	228.674922665436	1
NA12842	R1b	6.09963585350837	1632.71209520349	267.67369961346	2
NA18645	R1b	2.60314487807492	1231.31803756047	473.01172052746	1
HG01405	R1b	3.90566870024796	522.017087359381	133.656264118418	1
HG00267	R1b	1.84602265285151	217.542919667266	117.844122514549	1
HG01048	R1b	3.78352761922727	633.059056030121	167.319792463789	1
NA20866	R1b	2.34420177403964	343.316030249151	146.45327635664	1
HG01341	R1b	2.24859539226813	331.630776797128	147.483525910198	1
HG01771	R1b	5.39677842087556	759.706648485572	140.770398418974	1
HG00119	R1b	2.32514004783342	342.260788018818	147.200074394546	2
HG00246	R1b	0.9841911463288	55.6376512839598	56.5313470777478	1
HG01063	R1b	3.04753870837187	448.58310021677	147.195210017996	1
NA11994	R1b	4.21730919901083	576.802163754307	136.770186044124	3
HG00145	R1b	2.37281827250993	307.957599706905	129.785581675057	1
NA12775	R1b	5.53686514237674	1058.49714685815	191.172643660196	3
HG01121	R1b	2.52815077381924	506.776086228903	200.453268640827	1
HG01941	R1b	3.30354442932656	478.542587784147	144.857318562445	1
HG01461	R1b	2.23246042040541	353.736153288508	158.451254076106	1
NA12814	R1b	2.89723748417625	800.562837185064	276.319370282027	1
NA12399	R1b	1.74078185893233	235.783079758089	135.446654931653	1
HG01765	R1b	3.6802469771614	745.983517249488	202.699308464583	1
HG01615	R1b	1.61596538927504	310.791375632426	192.325514949212	1
HG00107	R1b	2.99188430981706	434.579589664303	145.252805477253	1
HG00739	R1b	5.22685364751301	651.789364184969	124.700136667323	1
HG01488	R1b	2.25685287885648	343.624986033161	152.258478721605	1
HG01389	R1b	1.95261567652754	292.810777290967	149.958223121352	1
NA10851	R1b	2.98030948147338	398.096050445201	133.575406487112	1
HG00148	R1b	3.68491970687924	567.132671107966	153.906385001879	2
NA12342	R1b	5.9460382155435	860.314335320676	144.686983859561	1
HG00142	R1b	1.74976015174049	622.610450543268	355.826168474551	1
NA19777	R1b	3.28944297997265	513.495812506019	156.10418409207	1
HG02231	R1b	1.92079398808157	255.889123574648	133.220493797059	1
HG01383	R1b	1.75826115672383	221.163843632472	125.785548288269	1
HG01524	R1b	2.74040654452546	382.868860794733	139.712431193683	1
HG01879	R1b	1.55720136990829	272.060411764351	174.711130507401	1
HG01606	R1b	1.62442575075703	238.788882442018	146.998951679223	1
NA19756	R1b	2.05821855386406	270.614793765091	131.480106064073	1
HG01241	R1b	4.3241169029345	396.030329511832	91.5864067511848	1
HG02014	R1b	4.90780410811594	698.202646241183	142.263756022083	1
HG01148	R1b	1.71799822416329	221.568389273398	128.968927998344	1
NA20278	R1b	1.89368585629075	243.551334111739	128.61232146962	1
HG00260	R1b	4.0432393006506	1071.92518699833	265.115445139704	2
NA12716	R1b	3.75178583358368	944.317290222005	251.698079823496	2
HG00126	R1b	2.86700839789795	684.226306730332	238.655145632638	2
HG01374	R1b	1.84395714065617	307.210065097332	166.603690684487	1
HG02051	R1b	2.01896333231732	270.923640163806	134.189480228373	1
HG01170	R1b	2.20547623660017	422.862004478837	191.732741192758	1
NA19717	R1b	2.1239122924925	289.285192680948	136.203925982961	1
HG01630	R1b	2.57915889239167	746.861693822064	289.575681446091	1
HG00155	R1b	2.41432433760063	355.772283940296	147.3589436181	2
HG01277	R1b	3.41186460667423	1233.55734186004	361.549323923048	1
HG00256	R1b	4.47545913060726	938.543593729586	209.708896079728	2
HG01079	R1b	2.31486614327684	326.51394556662	141.05089683692	1
HG01443	R1b	2.25724363000221	428.614476573836	189.884012021076	1
HG01705	R1b	3.93293779015045	627.979020753605	159.671740124214	1
HG01608	R1b	1.89169131556362	255.291817024312	134.954268132403	1
NA20538	R1b	3.43938748766526	552.437168684747	160.620799681909	2
NA06984	R1b	2.71442454724093	369.478872412153	136.116832861576	1
NA20812	R1b	4.90484389403449	1272.94387594107	259.527908215242	2
HG01675	R1b	2.26901774630083	428.303767137786	188.761752893316	1
NA20532	R1b	4.35956782491422	712.179119769232	163.360027500718	2
HG00264	R1b	2.35457741032374	338.339906950241	143.694535361962	2
NA20519	R1b	3.21042506367575	462.326377719055	144.00783963159	1
HG01280	R1b	3.32604716819627	779.836834932811	234.463552528547	1
HG01060	R1b	2.46523643181358	437.240024726539	177.362308573737	1
NA12045	R1b	6.11051195760839	921.027101817626	150.728303652336	2
HG00103	R1b	2.19187757608996	268.697130887303	122.587654446753	1
HG01785	R1b	2.31615829808008	312.53966482178	134.938818767634	1
NA19741	R1b	3.41224837873505	1235.42202303367	362.055127854337	1
HG01682	R1b	2.01056909421545	399.854370316215	198.876214434323	1
HG01761	R1b	5.44235992293437	430.104369042769	79.029019604214	1
NA11831	R1b	3.66472763494865	538.7366171715	147.005908988663	2
HG01518	R1b	1.94294945357525	204.061415655289	105.026620882902	1
NA20752	R1b	3.90777168876808	565.317329269006	144.664881751887	2
NA07048	R1b	1.79866855635327	253.907156138847	141.163948878738	1
NA12889	R1b	4.42038353844997	853.212104993658	193.01766409456	2
NA20755	R1b	3.72929795517906	581.547870875689	155.940307764378	2
HG01932	R1b	3.10779941959352	474.477896392824	152.673268873602	1
HG01515	R1b	1.80363271799983	217.283900345406	120.470147928103	1
NA20318	R1b	3.05817921545154	666.024010624605	217.784493223778	1
HG00637	R1b	1.89925522424427	330.257948389723	173.888134766688	2
HG00640	R1b	1.89161178452999	118.482984504843	62.635994062747	2
NA20806	R1b	5.02696364721207	966.932749190135	192.349262307953	2
HG01356	R1b	1.68350925753788	231.070131635027	137.255040683866	1
HG00242	R1b	2.13689466184233	821.205856224533	384.298707319775	2
HG02501	R1b	2.23985461103021	289.906426801303	129.430912780523	1
NA20783	R1b	4.50489763669916	691.085885395539	153.40767784946	2
HG01550	R1b	1.99801843294063	268.366214494697	134.316185511723	1
NA19679	R1b	2.14365977314191	279.544179116522	130.405105613752	2
HG01624	R1b	2.77792559245602	888.703824545871	319.916353036709	1
HG00141	R1b	4.72613590442467	694.928057234876	147.039372393899	3
HG02238	R1b	2.2478112173641	473.102691326201	210.472608941326	1
HG01136	R1b	5.7136781822501	953.534008582407	166.88619452608	1
HG01506	R1b	2.88522302755344	412.559603965861	142.990541814612	1
NA12874	R1b	3.97335603315185	1313.86831623583	330.669666970066	1
NA19652	R1b	2.34251189710345	369.015269094407	157.529731033896	1
HG01678	R1b	2.32959103368074	441.678855509652	189.59501866377	1
HG01775	R1b	2.42750781803325	521.87171988883	214.982508403061	1
HG02219	R1b	3.05792211668648	418.744263391003	136.937517507721	1
HG01791	R1b	2.46113768578122	306.46830835504	124.52302450432	1
NA19658	R1b	2.52622311544533	331.643646638532	131.280425949261	1
HG01708	R1b	3.95619322441267	607.816187564894	153.636628214773	1
HG00251	R1b	4.19562061831551	890.330441540123	212.20470641542	3
HG01173	R1b	2.08477562763612	345.533689706869	165.741428058933	1
HG01747	R1b	3.36506460255725	429.024036402377	127.493551260901	1
NA19789	R1b	2.56112268648611	342.610679616612	133.773630378745	2
HG02221	R1b	2.36222191654724	381.725330523313	161.595880492576	1
NA12762	R1b	3.19251338226376	513.658413238117	160.894678184212	2
NA20870	G1	1.86612950149817	234.676531305507	125.755758706512	1
NA20858	G1	1.85069487486667	206.634133525896	111.65218877087	1
NA19723	I1	1.95956922301593	364.66399006674	186.09395666334	1
NA12891	I1	4.27311020559706	665.791779510492	155.809643907245	3
HG00159	I1	2.40591877463399	382.090154752255	158.812574547693	1
HG00140	I1	4.25247536231017	1065.9532630318	250.666534715139	2
HG00234	I1	2.3873648187019	684.117690873101	286.557666224252	1
HG02445	I1	1.76180799215672	299.457687033585	169.971806443564	1
NA11829	I1	5.73426074135805	1183.53498458867	206.397134342442	2
HG00186	I1	1.52419331009969	862.170274141506	565.656776229463	1
HG01347	I1	4.01670718087907	1819.3404789855	452.943268467811	1
HG00308	I1	1.88452688933621	252.168660692715	133.810062419187	1
NA11992	I1	3.86658714092509	638.862372841338	165.226425671216	2
NA20511	I1	3.13792576616599	855.104970405426	272.50643709466	1
NA20762	I1	2.9130866299356	912.689029518803	313.306518295675	1
HG00101	I1	2.77127107567204	491.567295889736	177.379723046592	1
HG00372	I1	1.69198715396614	684.807834084268	404.735835304086	1
NA11881	I1	3.56570583658675	585.458394981686	164.191445344272	1
HG02420	I1	4.98646281631758	999.169662438797	200.376439019888	2
NA07051	I1	2.91338575934673	578.521414965493	198.573571354044	2
HG00189	I1	1.90811054173853	491.595290625192	257.634597090631	2
HG02433	I1	1.76362397927627	212.561582295312	120.525454854917	1
HG00190	I1	1.9194206367278	595.136834054333	310.060662403272	2
HG00345	I1	3.9934391121232	1796.81756393546	449.942396387294	2
NA12750	I1	4.30761675222119	862.540853816999	200.236210283154	3
HG00117	I1	2.52613287258889	476.660211423853	188.691662499665	1
HG00321	I1	1.75983062091474	419.952669912408	238.632437077451	2
HG00325	I1	1.86087851933569	422.955612508493	227.288137357554	1
NA11893	I1	3.00792965608638	565.36387187664	187.957810360577	3
NA06994	I1	2.6766450824069	474.463251204792	177.260427362354	1
NA19982	I1	3.04697798765119	522.135448335707	171.361739550407	1
HG02274	I1	3.33610341639207	869.080738195557	260.507733041277	1
HG00310	I1	1.90421458480319	385.854489909256	202.631832036481	2
NA11919	I1	6.04676284912869	1108.78657998766	183.36862345237	2
HG00252	I1	4.03852938530898	1149.33325399732	284.592024556827	2
HG03606	K2b	2.98711534918768	850.539301614864	284.736008552921	1
HG04198	H2	3.46521736505335	742.131565213396	214.16594892366	1
HG04222	H2	3.61691387433542	1018.63328239041	281.630505392549	1
HG02040	F	2.37359457572274	496.458817373741	209.159062988916	1
NA19444	F	1.76135453001271	613.699380763036	348.424675615197	2
NA19453	E1b	1.94752980448166	501.167297121154	257.334853601659	1
HG03240	E1b	2.89436042540638	637.646417655957	220.306500896974	1
HG01497	E1b	1.92000818419291	240.80623789909	125.41938095973	1
NA19119	E1b	4.5341067537609	789.932962786233	174.22019499894	1
NA19113	E1b	2.05539708175774	506.993274473226	246.664393451242	1
HG02455	E1b	2.58629244560827	712.726790482676	275.578576464909	1
HG02878	E1b	2.76808840671334	271.77167949777	98.1802744589561	1
NA19210	E1b	2.61078540217156	449.133867980161	172.030174370742	1
HG02721	E1b	4.21255063191276	720.213295052699	170.968460200009	1
HG02756	E1b	4.02311894334062	476.729710942998	118.497543238715	1
HG03039	E1b	3.95147595335722	653.006805858189	165.256429133369	1
HG01699	E1b	4.43950619171919	713.172318467159	160.642262375353	1
NA19317	E1b	1.76751037934557	250.096957384725	141.496740447615	1
NA19360	E1b	2.48297886876089	443.307730680566	178.538664286658	1
NA19026	E1b	3.61803657871183	587.623731409789	162.415088577962	1
